Model,Test Loss,Test Accuracy,Test Precision,Test Recall,Test F1,Inference Time (s),Inference Time per Sample (ms),GPU Memory (MB),Parameters
mm64,0.2039171643142964,0.9367105616769685,0.9382947256962378,0.9367105616769685,0.9365749413850256,37.24267077445984,2.5021950265022737,9.64404296875,397355
