Model,Test Loss,Test Accuracy,Test Precision,Test Recall,Test F1,Inference Time (s),Inference Time per Sample (ms),GPU Memory (MB),Parameters
efficientnet_b0,0.06937659788840156,0.9818597151303413,0.9819349740246646,0.9818597151303413,0.9818080176404265,76.49144005775452,5.13917226940033,29.05419921875,5393383
efficientnet_v2_m,0.09643095230249969,0.9766191883902177,0.9767619861816372,0.9766191883902177,0.976598473335941,125.81005382537842,8.452704503183178,221.755859375,54244191
mobilenet_v3_small,0.10904938756632292,0.9682880945982263,0.9687894049325761,0.9682880945982263,0.9683196319086966,65.62696194648743,4.40922883273901,14.30419921875,1591947
resnet34,0.13009461872390443,0.9674146734748723,0.9675321844705136,0.9674146734748723,0.9674364980179889,79.70819282531738,5.35529379369238,92.095703125,21884075
