epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1
66,0.1984,0.2754,0.9346,0.9206,0.9345,0.9242,0.9346,0.9206,0.9345,0.9208
67,0.1982,0.2694,0.9339,0.9250,0.9339,0.9259,0.9339,0.9250,0.9338,0.9249
68,0.1960,0.2708,0.9349,0.9190,0.9349,0.9208,0.9349,0.9190,0.9349,0.9190
69,0.1927,0.2590,0.9354,0.9237,0.9354,0.9266,0.9354,0.9237,0.9353,0.9242
70,0.1903,0.2852,0.9369,0.9201,0.9369,0.9221,0.9369,0.9201,0.9368,0.9198
71,0.1828,0.2516,0.9394,0.9290,0.9393,0.9301,0.9394,0.9290,0.9393,0.9289
72,0.1834,0.2696,0.9394,0.9231,0.9393,0.9258,0.9394,0.9231,0.9393,0.9227
73,0.1842,0.2550,0.9397,0.9280,0.9397,0.9300,0.9397,0.9280,0.9397,0.9279
74,0.1808,0.2310,0.9395,0.9323,0.9394,0.9326,0.9395,0.9323,0.9394,0.9322
75,0.1796,0.2720,0.9404,0.9266,0.9403,0.9289,0.9404,0.9266,0.9403,0.9265
76,0.1787,0.2647,0.9417,0.9278,0.9416,0.9292,0.9417,0.9278,0.9416,0.9277
77,0.1785,0.2773,0.9403,0.9241,0.9403,0.9283,0.9403,0.9241,0.9403,0.9243
78,0.1723,0.2638,0.9425,0.9305,0.9425,0.9328,0.9425,0.9305,0.9425,0.9305
79,0.1714,0.2855,0.9440,0.9210,0.9439,0.9240,0.9440,0.9210,0.9439,0.9210
80,0.1672,0.2427,0.9443,0.9286,0.9443,0.9305,0.9443,0.9286,0.9443,0.9289
81,0.1678,0.3015,0.9452,0.9200,0.9451,0.9249,0.9452,0.9200,0.9451,0.9198
82,0.1666,0.2524,0.9446,0.9321,0.9445,0.9329,0.9446,0.9321,0.9445,0.9320
83,0.1609,0.2959,0.9460,0.9199,0.9459,0.9228,0.9460,0.9199,0.9459,0.9201
84,0.1630,0.2360,0.9456,0.9310,0.9455,0.9326,0.9456,0.9310,0.9455,0.9311
