epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1
32,0.3785,0.3138,0.8769,0.9000,0.8769,0.9044,0.8769,0.9000,0.8767,0.8997
33,0.3718,0.2742,0.8791,0.9136,0.8790,0.9140,0.8791,0.9136,0.8790,0.9136
34,0.3692,0.3330,0.8804,0.8904,0.8803,0.8959,0.8804,0.8904,0.8802,0.8911
35,0.3633,0.2711,0.8817,0.9137,0.8816,0.9152,0.8817,0.9137,0.8815,0.9137
36,0.3595,0.3060,0.8821,0.9031,0.8821,0.9072,0.8821,0.9031,0.8820,0.9030
37,0.3584,0.2943,0.8844,0.9079,0.8844,0.9113,0.8844,0.9079,0.8843,0.9083
38,0.3537,0.2713,0.8859,0.9126,0.8859,0.9148,0.8859,0.9126,0.8858,0.9126
39,0.3468,0.2923,0.8866,0.9039,0.8866,0.9074,0.8866,0.9039,0.8864,0.9040
40,0.3510,0.2703,0.8861,0.9144,0.8861,0.9159,0.8861,0.9144,0.8860,0.9144
41,0.3454,0.3001,0.8878,0.9074,0.8878,0.9101,0.8878,0.9074,0.8877,0.9076
42,0.3456,0.3057,0.8870,0.9016,0.8870,0.9069,0.8870,0.9016,0.8869,0.9022
43,0.3339,0.2904,0.8919,0.9083,0.8919,0.9108,0.8919,0.9083,0.8918,0.9083
44,0.3348,0.2867,0.8914,0.9117,0.8913,0.9147,0.8914,0.9117,0.8913,0.9120
45,0.3338,0.2783,0.8913,0.9134,0.8913,0.9166,0.8913,0.9134,0.8912,0.9139
46,0.3351,0.2448,0.8896,0.9200,0.8896,0.9216,0.8896,0.9200,0.8895,0.9201
47,0.3310,0.2557,0.8920,0.9194,0.8919,0.9204,0.8920,0.9194,0.8919,0.9197
48,0.3294,0.2939,0.8934,0.9075,0.8934,0.9142,0.8934,0.9075,0.8933,0.9087
49,0.3217,0.2529,0.8950,0.9207,0.8950,0.9228,0.8950,0.9207,0.8949,0.9209
50,0.3213,0.2563,0.8956,0.9205,0.8956,0.9210,0.8956,0.9205,0.8955,0.9204
51,0.3213,0.2357,0.8959,0.9286,0.8958,0.9294,0.8959,0.9286,0.8957,0.9287
52,0.3131,0.2775,0.8969,0.9140,0.8969,0.9191,0.8969,0.9140,0.8968,0.9143
53,0.3150,0.2641,0.8964,0.9175,0.8964,0.9189,0.8964,0.9175,0.8963,0.9177
54,0.3146,0.2353,0.8978,0.9249,0.8978,0.9254,0.8978,0.9249,0.8977,0.9249
55,0.3112,0.2704,0.8984,0.9187,0.8984,0.9209,0.8984,0.9187,0.8983,0.9190
56,0.3100,0.2588,0.8997,0.9177,0.8997,0.9181,0.8997,0.9177,0.8996,0.9176
57,0.3069,0.2937,0.9000,0.9086,0.9000,0.9114,0.9000,0.9086,0.8999,0.9088
58,0.3072,0.2387,0.9002,0.9268,0.9003,0.9276,0.9002,0.9268,0.9002,0.9268
59,0.3123,0.2591,0.9004,0.9184,0.9005,0.9209,0.9004,0.9184,0.9003,0.9185
60,0.3032,0.2639,0.9011,0.9185,0.9011,0.9199,0.9011,0.9185,0.9010,0.9188
61,0.3031,0.2524,0.9015,0.9222,0.9016,0.9245,0.9015,0.9222,0.9015,0.9224
62,0.3011,0.2792,0.9015,0.9126,0.9015,0.9177,0.9015,0.9126,0.9014,0.9132
63,0.3005,0.2303,0.9023,0.9274,0.9024,0.9285,0.9023,0.9274,0.9023,0.9275
64,0.2995,0.2475,0.9032,0.9216,0.9033,0.9230,0.9032,0.9216,0.9031,0.9217
65,0.3006,0.2878,0.9015,0.9122,0.9015,0.9166,0.9015,0.9122,0.9014,0.9126
66,0.2974,0.2741,0.9034,0.9159,0.9034,0.9186,0.9034,0.9159,0.9033,0.9159
67,0.2923,0.2618,0.9053,0.9186,0.9053,0.9215,0.9053,0.9186,0.9052,0.9186
68,0.2973,0.2867,0.9035,0.9136,0.9035,0.9168,0.9035,0.9136,0.9034,0.9136
69,0.2877,0.2649,0.9070,0.9191,0.9070,0.9210,0.9070,0.9191,0.9069,0.9194
70,0.2878,0.2510,0.9069,0.9240,0.9069,0.9257,0.9069,0.9240,0.9068,0.9241
71,0.2862,0.2529,0.9063,0.9202,0.9063,0.9220,0.9063,0.9202,0.9063,0.9203
72,0.2899,0.2434,0.9059,0.9227,0.9060,0.9253,0.9059,0.9227,0.9058,0.9231
73,0.2894,0.2477,0.9070,0.9243,0.9070,0.9268,0.9070,0.9243,0.9070,0.9245
